Date,Close/Last,Volume,Open,High,Low
07/25/2023,$22.85,1671991,$23.10,$23.10,$22.53
07/24/2023,$23.04,2970433,$22.42,$23.04,$22.20
07/21/2023,$22.18,3167916,$23.05,$23.22,$22.16
07/20/2023,$22.91,2256659,$23.01,$23.22,$22.66
07/19/2023,$23.17,2250133,$23.42,$23.58,$22.96
07/18/2023,$23.08,2345137,$22.72,$23.80,$22.68
07/17/2023,$22.82,2033970,$22.88,$23.31,$22.70
07/14/2023,$22.97,2178827,$23.49,$23.72,$22.94
07/13/2023,$23.46,1912157,$23.54,$23.98,$23.42
07/12/2023,$23.44,1742244,$24.25,$24.31,$23.44
07/11/2023,$23.91,3063534,$23.20,$24.44,$23.20
07/10/2023,$23.54,3318214,$22.61,$23.56,$22.00
07/07/2023,$22.71,2447203,$22.97,$23.53,$22.67
07/06/2023,$22.83,2390303,$23.52,$23.57,$22.82
07/05/2023,$23.90,2268244,$24.64,$24.85,$23.79
07/03/2023,$24.91,1806580,$24.29,$25.11,$24.21
06/30/2023,$24.25,2803299,$24.97,$25.13,$24.25
06/29/2023,$24.90,3101049,$24.96,$25.47,$24.62
06/28/2023,$24.98,3493873,$23.44,$25.10,$23.40
06/27/2023,$23.58,2141510,$23.29,$23.60,$23.00
06/26/2023,$23.02,2525247,$23.38,$24.03,$22.91
06/23/2023,$23.70,2261038,$23.78,$24.15,$23.68
06/22/2023,$24.32,1895012,$24.13,$24.33,$23.76
06/21/2023,$24.43,2404694,$24.84,$25.10,$24.10
06/20/2023,$24.58,3254039,$24.41,$24.65,$23.72
06/16/2023,$24.56,4443512,$25.02,$25.11,$24.42
06/15/2023,$24.84,5501822,$25.41,$26.17,$24.64
06/14/2023,$25.70,7243697,$26.72,$27.08,$24.90
06/13/2023,$26.95,17160610,$26.20,$27.65,$25.03
06/12/2023,$24.30,7142290,$22.85,$24.30,$22.74
06/09/2023,$22.68,10342630,$21.78,$23.43,$21.50
06/08/2023,$21.44,19213300,$20.30,$22.00,$20.10
06/07/2023,$26.11,18001070,$26.20,$26.55,$25.07
06/06/2023,$24.69,3984262,$24.01,$25.25,$24.00
06/05/2023,$24.31,4201866,$24.53,$25.84,$24.16
06/02/2023,$24.64,3300736,$24.29,$24.93,$24.28
06/01/2023,$24.10,3844957,$24.04,$24.66,$23.78
05/31/2023,$24.05,4265226,$24.51,$24.80,$23.88
05/30/2023,$24.57,5037830,$23.35,$24.69,$23.30
05/26/2023,$23.25,2261884,$23.47,$23.71,$23.06
05/25/2023,$23.35,2494434,$23.50,$23.69,$22.71
05/24/2023,$23.27,1900997,$23.13,$23.52,$22.73
05/23/2023,$23.16,3786525,$23.89,$23.90,$22.80
05/22/2023,$24.21,6251635,$22.10,$24.36,$21.99
05/19/2023,$22.06,2668214,$22.94,$22.99,$21.75
05/18/2023,$23.05,2144412,$22.90,$23.30,$22.68
05/17/2023,$22.87,4572988,$21.99,$23.25,$21.90
05/16/2023,$21.99,2500775,$21.50,$22.10,$21.42
05/15/2023,$21.62,2601994,$20.62,$21.63,$20.49
05/12/2023,$20.69,2006061,$20.83,$20.98,$20.23
05/11/2023,$20.88,1652512,$20.69,$21.16,$20.51
05/10/2023,$20.76,2139945,$20.45,$20.96,$20.38
05/09/2023,$20.24,1522674,$20.16,$20.65,$20.12
05/08/2023,$20.51,2402799,$20.46,$20.99,$20.09
05/05/2023,$20.42,4357180,$19.62,$20.88,$19.51
05/04/2023,$19.35,2041842,$19.25,$19.48,$18.92
05/03/2023,$18.90,3184021,$18.56,$19.20,$18.53
05/02/2023,$18.58,1918257,$18.45,$18.58,$18.06
05/01/2023,$18.55,2356640,$19.16,$19.25,$18.46
04/28/2023,$19.29,2836576,$18.92,$19.72,$18.88
04/27/2023,$18.94,2238947,$18.75,$19.34,$18.72
04/26/2023,$18.65,2287611,$18.98,$19.23,$18.65
04/25/2023,$19.00,2560841,$19.74,$20.04,$18.91
04/24/2023,$19.93,2742391,$20.15,$20.41,$19.81
04/21/2023,$20.49,2085872,$20.20,$20.62,$20.10
04/20/2023,$20.22,2977376,$20.88,$21.57,$20.06
04/19/2023,$21.31,2539480,$21.28,$21.87,$20.96
04/18/2023,$21.61,2748702,$22.14,$22.32,$21.50
04/17/2023,$22.28,2066616,$22.27,$22.68,$22.14
04/14/2023,$22.46,2312372,$22.74,$23.25,$22.32
04/13/2023,$22.55,1803934,$22.50,$22.85,$22.33
04/12/2023,$22.26,2141141,$22.90,$23.28,$22.26
04/11/2023,$22.69,2539969,$22.57,$23.17,$22.42
04/10/2023,$22.37,2176087,$21.85,$22.43,$21.82
04/06/2023,$22.40,2506935,$22.00,$22.67,$21.77
04/05/2023,$22.07,3638100,$22.47,$22.47,$21.23
04/04/2023,$22.35,3421464,$22.75,$23.14,$22.09
04/03/2023,$23.17,4274492,$22.94,$23.85,$22.66
03/31/2023,$23.02,3880261,$22.35,$23.07,$22.15
03/30/2023,$22.50,3477609,$22.60,$22.83,$22.11
03/29/2023,$22.46,4161361,$23.08,$23.70,$22.22
03/28/2023,$23.15,5711651,$22.97,$23.54,$22.22
03/27/2023,$23.00,4580797,$23.99,$24.01,$22.69
03/24/2023,$23.98,8768674,$22.32,$23.99,$22.10
03/23/2023,$22.58,11168850,$22.57,$24.59,$22.13
03/22/2023,$23.87,66764650,$26.60,$27.00,$23.05
03/21/2023,$17.65,15882850,$17.15,$18.35,$17.14
03/20/2023,$16.87,4463676,$16.65,$17.27,$16.25
03/17/2023,$16.60,5105501,$16.62,$16.72,$15.92
03/16/2023,$16.76,4093282,$16.00,$16.77,$15.53
03/15/2023,$15.95,4541529,$16.50,$16.69,$15.70
03/14/2023,$16.91,3077400,$17.37,$17.41,$16.40
03/13/2023,$16.75,2959090,$16.77,$17.35,$16.52
03/10/2023,$17.25,2845500,$17.53,$17.77,$16.85
03/09/2023,$17.52,2652605,$18.07,$18.38,$17.48
03/08/2023,$18.17,3277810,$18.05,$18.38,$17.63
03/07/2023,$18.06,2375301,$18.54,$18.84,$18.06
03/06/2023,$18.65,2815336,$18.52,$19.50,$18.52
03/03/2023,$18.70,2505515,$18.19,$19.10,$18.10
03/02/2023,$18.19,2627304,$18.15,$18.40,$17.62
03/01/2023,$18.15,4210100,$18.92,$19.09,$18.14
02/28/2023,$19.23,3373826,$19.06,$19.52,$18.95
02/27/2023,$19.10,4006677,$19.61,$19.70,$18.89
02/24/2023,$19.54,2277573,$19.71,$20.08,$19.54
02/23/2023,$20.14,2862036,$20.66,$20.87,$19.53
02/22/2023,$20.52,2164879,$20.53,$21.19,$20.33
02/21/2023,$20.66,3100309,$21.33,$21.83,$20.63
02/17/2023,$21.99,2850979,$21.27,$22.07,$21.15
02/16/2023,$21.60,3879046,$21.25,$22.42,$20.85
02/15/2023,$21.80,7147319,$19.80,$21.80,$19.59
02/14/2023,$19.87,2746308,$19.31,$20.01,$19.10
02/13/2023,$19.69,2299304,$19.30,$19.94,$19.01
02/10/2023,$19.27,2902678,$19.56,$20.04,$19.05
02/09/2023,$19.67,4497399,$21.25,$21.65,$19.67
02/08/2023,$21.10,2846425,$21.43,$21.55,$20.61
02/07/2023,$21.22,9093668,$23.00,$23.05,$20.50
02/06/2023,$23.86,8708367,$21.88,$24.88,$21.77
02/03/2023,$22.25,4935949,$22.01,$23.93,$21.80
02/02/2023,$22.70,7655658,$22.44,$24.40,$22.22
02/01/2023,$21.83,4517191,$21.49,$22.12,$20.55
01/31/2023,$21.87,3128376,$21.41,$22.05,$21.30
01/30/2023,$21.25,4950563,$22.50,$23.48,$21.13
01/27/2023,$22.82,11897250,$19.80,$23.31,$19.41
01/26/2023,$20.01,3519973,$20.61,$21.17,$19.38
01/25/2023,$20.23,3515791,$20.59,$20.84,$19.53
01/24/2023,$21.40,2381588,$21.30,$22.09,$21.00
01/23/2023,$21.66,7181508,$19.50,$22.49,$19.37
01/20/2023,$19.61,3564322,$19.05,$20.07,$18.90
01/19/2023,$19.04,4519163,$20.44,$20.45,$18.82
01/18/2023,$20.79,5632161,$22.01,$22.15,$20.50
01/17/2023,$21.80,5407905,$20.49,$21.94,$20.37
01/13/2023,$20.49,5494405,$19.88,$21.11,$19.80
01/12/2023,$20.63,5877276,$19.04,$20.63,$18.34
01/11/2023,$19.04,8405821,$18.19,$20.05,$17.86
01/10/2023,$17.77,4402799,$16.30,$18.09,$16.25
01/09/2023,$16.38,3522596,$16.65,$17.13,$16.36
01/06/2023,$16.46,4823357,$16.00,$16.57,$15.41
01/05/2023,$16.22,6066158,$17.06,$17.26,$15.89
01/04/2023,$17.32,3939325,$17.25,$17.93,$16.90
01/03/2023,$17.20,5135191,$18.64,$19.26,$17.09
12/30/2022,$18.46,2669548,$17.95,$18.58,$17.90
12/29/2022,$18.33,3442757,$18.12,$18.57,$17.75
12/28/2022,$17.92,5671992,$18.29,$18.70,$16.98
12/27/2022,$18.20,4233045,$19.91,$19.99,$18.00
12/23/2022,$20.08,3174827,$20.00,$20.63,$19.65
12/22/2022,$19.81,5343087,$20.50,$20.50,$18.50
12/21/2022,$20.56,2793559,$20.40,$20.90,$20.18
12/20/2022,$20.26,4478987,$19.86,$21.32,$19.62
12/19/2022,$19.92,3700556,$20.55,$20.89,$19.59
12/16/2022,$20.80,9379717,$20.48,$21.12,$20.01
12/15/2022,$20.58,6444512,$20.74,$21.44,$20.24
12/14/2022,$21.05,4604808,$21.19,$22.00,$21.01
12/13/2022,$21.00,6305646,$23.55,$23.70,$20.83
12/12/2022,$22.67,3750805,$22.66,$23.15,$22.18
12/09/2022,$22.63,5326676,$24.59,$24.59,$22.59
12/08/2022,$24.79,10252000,$22.00,$25.00,$21.97
12/07/2022,$22.26,10078220,$23.40,$23.61,$21.97
12/06/2022,$23.39,7699321,$25.41,$25.58,$23.11
12/05/2022,$25.56,4973747,$27.31,$27.48,$25.44
12/02/2022,$27.52,4577177,$26.25,$27.87,$26.11
12/01/2022,$26.60,7615154,$26.00,$27.50,$25.18
11/30/2022,$26.21,3731072,$25.90,$26.23,$24.91
11/29/2022,$25.60,2029480,$25.58,$26.35,$25.32
11/28/2022,$25.29,2453744,$25.79,$26.44,$25.21
11/25/2022,$26.17,1122700,$26.50,$27.05,$26.14
11/23/2022,$26.70,2737491,$25.92,$27.14,$25.92
11/22/2022,$26.30,4240402,$25.13,$26.45,$24.70
11/21/2022,$25.16,4443252,$26.66,$27.83,$24.86
11/18/2022,$27.60,3087420,$28.16,$28.70,$26.83
11/17/2022,$27.76,2477693,$26.30,$27.76,$26.15
11/16/2022,$27.14,2452335,$26.62,$27.35,$26.37
11/15/2022,$27.59,5391975,$26.59,$28.24,$26.27
11/14/2022,$26.05,4350537,$26.30,$27.38,$25.61
11/11/2022,$26.10,3986182,$24.78,$26.12,$24.15
11/10/2022,$24.88,6106952,$24.62,$25.70,$23.91
11/09/2022,$23.11,8464777,$24.55,$24.67,$21.89
11/08/2022,$25.14,4695117,$25.33,$25.85,$24.11
11/07/2022,$25.76,3303627,$26.25,$26.30,$24.80
11/04/2022,$26.51,4137984,$26.60,$27.03,$25.34
11/03/2022,$26.29,3384428,$26.00,$27.29,$26.00
11/02/2022,$26.62,4143900,$27.90,$28.75,$26.50
11/01/2022,$28.39,5147499,$29.40,$29.69,$27.62
10/31/2022,$28.31,24027610,$31.22,$34.99,$27.91
10/28/2022,$28.17,8089647,$26.88,$28.79,$26.42
10/27/2022,$25.93,2422933,$25.75,$26.33,$25.20
10/26/2022,$25.42,3866779,$26.37,$27.48,$25.32
10/25/2022,$26.87,7791571,$24.82,$27.79,$24.80
10/24/2022,$24.71,3114308,$25.00,$25.19,$24.11
10/21/2022,$25.30,3036299,$24.15,$25.33,$24.10
10/20/2022,$24.41,5148627,$24.65,$25.45,$24.07
10/19/2022,$24.54,5318442,$26.00,$26.18,$24.27
10/18/2022,$26.67,4402577,$27.10,$27.74,$26.13
10/17/2022,$25.96,3172241,$25.37,$26.41,$25.24
10/14/2022,$24.63,2778436,$25.77,$26.37,$24.63
10/13/2022,$25.56,3516164,$24.42,$26.59,$23.91
10/12/2022,$25.36,3284353,$25.96,$26.89,$25.27
10/11/2022,$25.27,4195897,$24.87,$26.30,$23.95
10/10/2022,$25.00,2917594,$25.37,$26.50,$24.75
10/07/2022,$25.35,3270565,$25.84,$25.84,$24.42
10/06/2022,$25.99,2418721,$26.29,$27.00,$25.80
10/05/2022,$26.39,2986448,$26.77,$26.98,$25.43
